"RegionID","RegionName","SizeRank","1996-04","1996-05","1996-06","1996-07","1996-08","1996-09","1996-10","1996-11","1996-12","1997-01","1997-02","1997-03","1997-04","1997-05","1997-06","1997-07","1997-08","1997-09","1997-10","1997-11","1997-12","1998-01","1998-02","1998-03","1998-04","1998-05","1998-06","1998-07","1998-08","1998-09","1998-10","1998-11","1998-12","1999-01","1999-02","1999-03","1999-04","1999-05","1999-06","1999-07","1999-08","1999-09","1999-10","1999-11","1999-12","2000-01","2000-02","2000-03","2000-04","2000-05","2000-06","2000-07","2000-08","2000-09","2000-10","2000-11","2000-12","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05","2019-06","2019-07","2019-08","2019-09","2019-10","2019-11","2019-12","2020-01"
394597,"Florence, SC",209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83567,84109,84271,84551,84321,84086,83953,83902,83962,84033,84160,84289,84359,84107,83816,83639,84048,84575,85144,85647,85915,86345,86612,86870,87008,87198,87665,88169,88753,89090,89116,89070,89167,88909,88896,89008,89662,89935,90173,90425,90874,91423,92008,92588,93176,93882,94348,94641,94626,95023,95354,96042,96585,97239,97708,98211,98535,99095,99659,100277,100882,101500,102227,102618,102681,102583,102909,103446,104202,104605,105052,105483,105809,105839,105783,105639,105452,105145,104643,104327,103998,103827,103624,103394,103203,103143,103159,103336,104090,104843,105430,105156,104643,104069,103461,102824,102200,101664,100883,100195,99332,98848,98403,98266,98151,98082,97927,97738,97382,96791,96308,95825,95500,94948,94395,93954,93716,93547,93435,93576,93991,94500,94871,94998,94951,95070,95275,95454,95426,95284,95311,95063,94745,94492,94509,94782,94777,94781,94426,94434,94760,95490,95721,95788,95888,96304,96600,96823,97246,97289,97901,98172,98147,97512,97488,98194,98886,99112,99252,99126,99247,99618,100068,100379,100666,101188,101698,101837,101836,101732,101980,102493,102729,102840,102684,102782,102970,103043,102958,102824,102953,103408,103426,103449,103452,103770,104013,104384,104868,105590,106089,106426,106585,106812,107386,107948,108740,109214,109707,109955,110126,110266,110364,110616,110784,110726,110690,110735,110971,111217,111526,111796,112048,112206,112522,112804,113174,113606,113920,114158,114142
394848,"Medford, OR",210,132238,132856,133417,133930,134545,135139,135772,136493,137353,137957,138400,138757,139255,139904,140521,141269,141693,142116,142381,142672,142689,143205,143942,144680,145088,145434,145990,146332,146858,147389,148099,148492,149003,149233,149637,150092,150547,150861,151034,151476,152207,153027,153796,154694,155635,156694,157406,158168,159399,160932,162470,163505,164207,164820,165665,166783,168039,169128,170359,171590,172714,173538,174314,175497,176793,177748,178405,179159,180156,181203,182182,183022,183865,184766,185832,186779,187609,189458,191241,192905,193771,195106,196814,198728,200395,202215,204222,206307,208968,211289,214761,217858,221490,224640,227761,230658,233278,236540,240153,244940,248998,252975,255842,259312,263156,268133,272685,277920,283832,289650,294972,298683,303646,308951,314580,319716,324415,326588,329330,331360,335128,337069,338724,339886,340712,340527,339029,337763,336092,335667,334173,332986,330438,328123,325443,323525,320345,316784,313776,310601,306774,302890,299966,297066,293310,288562,284029,279190,275774,272506,269109,265094,261980,258518,254824,250605,247093,246035,244668,243238,240102,238260,236605,235417,233924,232632,230929,230713,229232,227485,225266,223967,222444,219658,217834,217310,216852,215566,214220,210908,208716,204516,202183,199090,197796,196686,194452,190243,186417,184161,182906,182390,181860,182701,183276,184484,185984,187677,190103,193294,196681,199374,201005,203585,206300,210423,212648,214772,215294,216472,217033,218620,219654,221523,224067,225552,226555,225581,226565,227289,228766,229964,231729,232605,234325,235253,236515,237642,238918,240402,242187,243983,245529,245957,246677,247586,248111,249131,250721,252554,254714,256977,258520,259959,261667,264715,267280,270450,273683,276323,277228,278371,280003,282616,284884,287369,289459,291830,293896,295371,295695,296161,297528,300350,302843,304517,305474,306597,308301,309104,309870,310114,310294,311088,311891,312184,311676,311176,311535,311627,311356,311258,311322,311800,312779,313216
753895,"Lafayette-West Lafayette, IN",211,73006,74257,75628,76776,77525,78096,78724,79437,80116,80748,81193,81780,82260,82723,82903,83188,83731,84553,85236,85795,86191,86693,87113,87693,88112,88530,88914,89514,90483,91233,91850,92182,92646,92943,93082,93212,93529,93950,94413,94787,95153,95343,95545,95872,96334,96516,96675,96795,97310,97908,98372,98857,99075,99847,100639,101722,102408,104071,105702,107454,108163,108721,109228,109737,110416,110776,111038,111085,111349,111224,111114,110921,111072,111250,111394,111625,111557,111606,111722,112084,112326,112290,112297,112345,112592,112777,113110,113625,113811,113938,113903,114226,114523,114462,114623,114840,115355,115551,115462,114783,115236,115491,116006,115411,115184,116032,116378,116407,115726,115745,116015,116399,116311,116314,116327,116619,116776,116424,116423,116726,117244,117340,117343,117567,117796,118023,118245,118768,119175,119139,118961,118735,118772,118700,118605,118610,118639,118780,118859,118610,118461,118379,118439,118030,117520,117237,117070,116879,116323,115816,115190,114781,114289,114088,113948,114292,114609,114979,115365,115498,115799,115789,115919,116259,116585,116770,116346,115864,115561,115362,115025,114723,114392,114205,113846,113300,112819,112746,113167,113316,112975,112378,111952,111590,111235,111044,111091,111105,111035,110543,110070,109960,110177,110458,110534,110812,111130,111242,111077,111017,111086,111337,111528,111587,111635,111728,112026,112150,112406,112849,113518,114090,114448,114721,115095,115473,115902,116110,116249,116440,116660,116805,116861,116870,117122,117374,117665,117860,118185,118686,119215,119560,119708,119767,119932,120320,120856,121492,121947,122431,122829,123334,123784,124358,125022,125968,126952,127840,128352,128665,129023,129602,130097,130661,131378,132348,133332,134129,134785,135352,136067,137048,138294,139581,140474,141143,141620,142462,143038,143521,143956,144774,145660,146447,147018,147483,148317,149291,150371,151031,151898,152900,154029,154951,155860,156788
394378,"Bellingham, WA",212,,,,,,,,,123687,124126,124408,125276,126334,127716,128814,129482,129881,129999,130411,131013,132147,133177,134054,134207,134249,134269,135067,136488,137908,139742,140985,141916,141797,141692,142391,144011,145380,145922,145946,145907,146398,146763,147358,147867,148623,149604,150327,151055,151617,152180,152281,152249,152364,152575,152854,153339,154160,155309,155880,156259,156462,157035,157166,157302,157373,157726,158100,158303,158810,159150,159953,160848,161505,161909,163334,164536,165655,165904,167140,168761,170487,171864,174210,175723,178197,179431,181110,183379,185854,188729,190274,192426,193917,196537,198140,201249,203753,209197,213600,218294,222326,226943,232356,237225,243361,246344,248954,251877,257092,261115,264711,267655,271482,276342,280278,283935,285018,290284,295263,300177,302038,303940,306043,307604,308956,308748,309300,309564,311113,310674,310166,308784,308429,308093,307939,308418,308989,309545,309591,309641,309735,309137,310224,310209,310739,309164,307948,305580,302688,300382,298412,296243,294013,292723,289926,288113,284851,283160,281012,280302,280689,279850,278841,277566,277063,276494,276338,275446,275133,275353,275997,275554,273555,272785,271894,271942,270480,269082,268062,267662,267176,265245,262284,259906,258397,257066,255832,253837,253271,251730,250081,248490,248479,248816,250510,251616,253411,253925,255228,257553,259996,262751,264813,266537,266844,267647,268019,268960,269610,271378,272686,272874,271729,271314,272006,273271,273747,274175,275080,277266,278387,279125,278700,278818,279188,280656,282275,283974,286277,288537,290231,289812,290695,291368,294224,297071,301159,303857,305159,305465,305931,307485,309542,312679,314685,318066,320815,323980,326071,328770,332344,337004,341605,345507,348463,352072,356213,359262,360441,361902,364618,365976,367610,369608,374212,378512,382997,386138,389382,392079,396547,399589,401236,403897,406537,409377,409673,410447,411642,413508,415321,417871,420113,423233,427029,430692
394765,"Lake Havasu City, AZ",213,100696,100991,101386,101733,102193,102563,102899,103018,103182,103334,103431,103539,103636,103653,103604,103530,103303,103182,103026,103062,103051,103165,103520,104038,104477,104710,104755,104908,105117,105361,105785,106311,106735,106853,106806,106751,106753,106948,107238,107575,107729,107832,107842,108064,108496,109193,109754,110284,110728,111233,111653,112035,112449,112930,113386,113675,113889,114067,114524,115156,115910,116402,116864,117383,118181,118949,119629,120348,121040,121797,122420,123003,123561,124199,125033,125898,126816,127738,128871,130044,131419,133155,135103,137108,138910,140849,142865,144904,146766,148781,151178,154228,157137,159614,162003,164601,167738,171041,174805,178779,183329,187697,192189,195489,199265,202916,206295,209732,213584,218009,222105,226163,230240,234420,237841,241947,245818,249889,253791,257483,261023,264654,267658,270037,270708,271598,272024,272233,271088,270028,269364,267858,264865,260917,257532,254694,252230,249519,246161,242715,239525,236338,232652,230012,227876,225132,221031,216116,211627,207278,204038,199737,195716,191525,187853,183071,178083,174241,171086,168559,165588,162686,160053,158843,158328,157226,156180,155274,155037,153644,152778,151602,150945,149829,148356,146621,144619,143231,141806,141143,140567,140348,139712,138932,138832,139404,140529,140843,140790,140996,141141,141190,140723,141362,141974,143532,144129,145164,145311,146392,147424,148361,149715,151106,153218,154223,155745,157075,158885,159654,160699,161905,163973,166088,167818,168934,169002,169603,170373,170646,170466,170666,171667,172237,172240,171921,172104,172751,174462,175659,176265,176934,178357,179667,180003,180302,181074,182642,183269,183893,183694,184020,184598,185650,186385,187129,188329,189638,190597,190895,192022,193453,195287,197317,198976,200163,200812,201897,203502,205193,206715,208226,209385,210631,212605,214193,215934,217106,219367,221775,223866,226300,228294,229937,231082,232339,233402,234593,235880,237874,239418,240685,241914,242848,244351,246342
395047,"Saginaw, MI",214,82311,82825,83322,83887,84390,84876,85316,85828,86319,86960,87503,88138,88614,89128,89606,89982,90419,90886,91485,91950,92325,91991,91705,91443,91807,92159,92556,93012,93475,93990,94328,94741,95340,96829,98547,99952,100670,101067,101622,102041,102618,103040,103646,104147,104622,104927,105070,105300,105593,106195,106831,107582,107982,108264,108398,108747,109348,109825,110317,110553,110948,111038,111029,110975,111348,112075,112795,113350,113266,113299,113240,113739,114292,114909,115394,115753,116093,116342,116603,116823,117320,117819,118584,119105,119224,119395,119760,120443,120965,121366,121805,122297,122854,123254,123624,123859,124074,124302,124592,125005,125081,125077,125284,125669,125908,126080,125465,125368,125706,126596,126951,126666,126509,126376,126172,126233,126691,126819,126684,126141,125668,124818,123709,122903,122240,121993,121109,119733,117897,116878,116989,117247,116888,116071,115458,114783,113858,112341,111341,110427,109675,108353,106585,104403,102352,100710,99733,99038,98317,97296,95719,93692,91810,90305,89331,88708,88172,87647,86718,86157,86122,87094,88511,90020,91225,91927,92482,93014,94135,94796,95554,94696,93573,91749,90838,90618,90310,89901,88643,87308,85886,85079,84687,85007,85080,84815,83506,81969,81335,81289,81820,82092,81789,81402,80980,81177,81784,82608,83575,84365,84417,84400,84372,85027,85895,86615,86495,86119,85310,85094,85064,85350,85808,86134,86495,86313,86241,85988,86065,85772,85674,85579,85429,85227,84914,84850,84659,84682,84412,84613,84907,85548,86242,86565,86575,86163,85656,85092,84780,84584,84727,84339,84267,84081,84048,84098,84755,85883,87248,88223,89192,90017,91307,92888,94386,95456,96268,96926,97352,97601,97882,98458,98752,99097,98876,98966,98648,99076,99280,99560,99631,100025,101017,101863,102844,103507,104416,105029,105906,106383,107095,107778,108567,109037,108896,108756
394763,"Lake Charles, LA",215,83334,83382,83212,82975,82889,83036,83223,83461,83816,84144,84480,84554,84757,85220,86103,87151,87811,88395,88752,89311,89666,90323,91036,92144,92533,92833,92978,93312,94207,94884,95930,96336,96668,96538,96679,96752,97491,98051,98749,98916,98769,98347,98044,98392,99381,100632,101547,102057,102246,102590,103107,103865,104439,105149,105708,106331,106528,106831,106893,107114,107383,107776,108200,108424,108662,108968,109460,109794,110123,110338,110802,111341,111894,112375,112435,112769,113038,113673,113858,114142,114191,114290,114257,114587,114889,115285,115466,115654,116179,116626,117387,117822,118624,119114,119654,119696,120297,120558,121379,121923,122732,123321,123647,124319,124893,126255,127756,129469,130237,131646,133086,135090,136303,137684,139399,141141,142705,143930,144957,146083,147294,148381,149535,150590,152315,153845,155443,156345,157202,157601,157991,158845,159502,160358,160366,160757,160679,161040,161151,161410,161550,161998,162848,162808,163853,163983,164520,163197,162035,160539,159604,159393,159277,159846,160456,161098,160255,159307,159952,161051,162096,162240,162253,162192,162923,162465,161420,160066,160351,160893,159024,158326,157868,158619,158254,157475,156117,154849,153794,153576,153068,152778,153118,153162,153129,152842,153050,153274,153468,153825,154219,154366,154501,154749,155362,155524,155610,155499,155558,155507,155434,155435,155377,155464,155802,156599,157378,157779,158083,158147,158252,157997,157765,157548,157419,156721,154871,151750,148662,146799,145095,144026,142981,143115,143258,143240,143226,143566,144490,145963,147328,148180,149245,150178,151605,152305,153097,153857,154999,156112,157291,158332,159411,160552,161448,162423,162822,163478,164213,165547,166337,166904,167397,168128,168802,169202,169856,170405,170535,170434,170071,170043,170112,170418,170116,169950,169956,170368,170576,170707,170881,170941,171267,170780,170266,169328,169339,169150,168898,168545,168328,168262,168509,168982,169426,170275
394726,"Johnson City, TN",216,80605,80700,80886,81087,81383,81713,82160,82540,83028,83496,84138,84878,85546,86122,86558,87199,87635,88100,88367,88928,89298,89820,90038,90262,90631,91037,91614,91776,92142,92488,93071,93418,93823,94043,94427,94682,94852,95025,95128,95543,95951,96246,96228,96104,96148,96246,96364,96527,96750,97013,97101,97240,97353,97577,97884,98397,98896,99351,99505,99568,99536,99475,99805,100041,100367,100544,100761,100913,100866,100939,101144,101559,101948,102519,102728,102832,102771,102930,103312,103617,103931,104137,104525,104908,105306,105447,105749,106272,106857,107214,107203,107314,107629,108023,108320,108433,108617,108854,109208,109561,109905,110459,111236,112078,112826,113563,114345,115235,116128,117152,118099,118988,119869,120657,121384,122046,122810,123606,124409,125095,125886,126698,127466,128027,128577,129144,129817,130446,130854,131168,131571,132443,133171,133482,133518,133919,134498,135048,135330,135416,135644,135810,135737,135133,134596,134657,135131,135140,134900,134706,134633,134706,134588,134752,134770,134806,134696,134286,133783,133531,133482,133269,133121,133050,133142,132934,132945,133135,133430,133668,133680,133654,133418,133243,132956,132674,132489,132239,131835,131241,130726,130127,129839,129565,129393,129268,129084,128914,128564,128494,128771,128997,129213,129371,129640,129800,130076,130196,130695,131011,131398,131547,131700,132073,132375,132855,133180,133571,133809,134131,134239,134547,134928,135465,135622,135973,136160,136565,136479,136622,136708,137020,137202,137373,137411,137310,137327,137016,137149,137063,137425,137540,137856,138010,138238,138334,138724,139343,140112,140802,141150,141417,141808,142251,142628,142999,143427,144099,144587,144961,145170,145617,146361,147424,148152,148711,149366,150256,151225,151809,152002,152418,153038,153754,154060,154195,154725,155688,156410,157015,157458,158124,158924,159468,160014,160534,161286,162063,162699,163123,163737,164369,165109,165857,166764,167808
394565,"Elkhart, IN",217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115866,115686,114720,114158,114297,114957,115254,114574,114309,113643,113556,113159,113082,112688,113495,113303,112165,110590,109795,110423,110373,110551,109984,109803,109541,109818,110015,110396,110781,110799,110385,109789,109480,109928,110566,111232,111386,111316,111211,111465,112076,112734,113594,114469,115491,116084,116492,117055,117570,118232,118314,118454,118341,118786,119310,119963,120381,120419,120214,119993,120265,120833,121939,122936,124076,124920,125798,126566,127292,128286,129426,130170,130621,130506,130885,131045,131561,131379,131322,131456,132105,132850,133771,135004,136640,138568,138948,139110,138624,139616,140234,140701,140917,141356,141693,142167,142314,142715,143870,145606,147913,149056,150511,151244,152038,152450,153273,154653,155834,156722,157232,157633,157817,158322,158712,159676,160566,161565,162203,162227,162472
395247,"Yuma, AZ",218,,,,,,,,,,,,,,,,,,,,,,,,,93951,94119,94236,94405,94435,94591,94840,95182,95405,95586,95873,96328,96756,97032,97210,97624,98240,98741,99083,99313,99696,100112,100431,100685,101011,101427,101749,101864,102018,102087,102194,102252,102410,102660,102869,102747,102569,102455,102790,103146,103426,103729,104122,104622,104961,105203,105356,105674,106031,106342,106545,106715,107035,107376,107630,107818,108114,108575,109203,109831,110389,110817,111088,111314,111546,111959,112585,113382,114358,115506,116713,117494,118236,119000,120320,121790,123334,125040,127357,129873,132213,134003,136246,139358,143061,147190,151615,156653,161358,165452,168103,170408,173079,176029,178217,180653,182997,185881,186903,186981,187776,188871,190041,190180,189552,189641,189725,189421,188430,186065,184890,184227,183952,183048,182222,181294,180232,177723,174912,172566,171116,170242,168257,165924,162487,159624,156613,154710,153351,152141,151153,148648,145283,141938,140121,138005,135508,132395,131119,130749,130331,130158,128766,128502,128242,128224,127307,126566,126634,127215,125932,122889,119341,116359,115573,114198,112676,110226,108120,106536,104486,103060,101889,101649,102561,103069,102771,102291,102857,103985,104991,105980,108105,109577,110631,110936,110223,110114,110003,110925,111117,111756,112344,112627,111872,111704,112670,114487,115807,117027,118140,119014,119625,119710,119980,120035,120699,120900,121040,120565,121700,122043,122339,121801,121702,122274,123172,124638,125931,126584,126612,126947,126176,125596,125097,125721,127128,127788,128068,127795,127544,128075,128888,129579,130655,132467,134344,135189,134747,134918,135341,136127,136325,137091,138036,139134,139937,140305,140357,140778,141296,142091,142908,144075,145407,146192,146872,147207,146864,146246,146255,146756,147565,148075,148643,149015,149722,150578,151553,152916,155118,157805
395011,"Racine, WI",219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195178,195817,196312,196750,197539,198652,200854,203165,205451,207647,209549,211343,212693,213852,215014,217092,218683,219597,219356,218747,218518,218180,218607,218857,219574,220219,221007,221691,222232,222967,223074,223365,223348,223412,223039,222939,223119,223141,223190,223421,223464,223356,222613,222028,220679,219967,218869,218429,217463,217437,217156,216353,214863,213435,212025,210327,208527,207013,206361,204582,202915,201426,200249,199964,200737,201529,203293,203634,204824,203861,202579,201246,200234,197270,194244,190448,187298,184129,181465,179642,177006,174503,172396,171334,170326,170018,169672,169644,168952,168053,165951,163910,163000,163990,165075,165130,164426,164232,163547,163029,162390,162041,162148,163286,164516,165150,165228,165761,166927,167852,169682,171178,172709,173894,175192,175824,175802,175829,176117,176595,177145,177683,177957,178243,178718,179550,180196,180892,181362,181474,181471,181381,180976,180735,180315,180701,180704,180964,181221,181641,182447,183392,184494,185669,187058,188590,190267,191140,192602,193480,194841,195834,197078,198424,200057,201545,202987,203870,205016,206334,207669,209201,210571,211971,213372,215139,217065,218853,220378,222176,223721,225615,227638,229639,231356,232808,234299,235366,236054,236845,237754,238611,239382,239805,239841,239747
394346,"Athens, GA",220,83710,84072,84465,84864,85263,85644,86061,86516,86979,87127,87309,87557,88182,88743,89216,89660,90218,90861,91494,92096,92674,93918,95071,96167,96536,97101,97760,98462,98984,99458,99914,100386,100944,101201,101665,102031,102671,103047,103476,104009,104639,105273,105910,106483,106971,107320,107787,108350,109121,109830,110511,111106,111756,112391,113046,113839,114760,115777,116446,117077,117598,118218,118794,119303,119873,120438,121008,121488,121844,122172,122607,123115,123619,124404,125158,125930,126399,126851,127261,127634,128053,128509,128974,129338,129759,129990,130268,130740,131340,131960,132445,132824,133287,133706,134393,134966,135482,135833,136260,136579,136970,137365,138100,138531,138999,139128,139478,139913,140762,141689,142293,142501,142769,143247,143409,144497,145114,146159,146143,146542,146191,145998,146024,146743,147343,147591,147825,147701,147868,147979,148423,148492,148947,149235,149581,149590,149725,149907,150178,150200,150259,150157,150176,150153,149995,150052,149836,149825,149499,149369,149012,148708,148321,147943,147252,146527,145623,144693,143637,142149,140707,139233,138200,137248,136278,135503,135392,135111,134968,134500,134424,134255,134079,133868,133513,133100,132331,131166,129890,129207,128812,128144,126647,125142,123762,123165,121942,120225,118441,117000,115778,114315,113143,112598,113152,113769,114773,114673,115944,117644,119977,122329,123898,125189,125610,126127,126708,128180,129032,129710,129111,128966,128993,128953,129384,129921,131003,131761,132048,131780,131685,132165,132951,133746,134254,134993,135570,136330,136695,137095,137542,137999,138579,139071,139931,140446,141117,141502,141965,142348,143000,143851,144547,145124,145871,146567,146590,146463,146453,147443,148987,150730,152344,153540,154528,155624,156234,157686,159892,162484,164523,164943,165200,165254,166305,167417,168795,170100,171912,172930,173413,174344,175489,177230,178131,179500,180385,181436,182469,183595,184612,185894,187410,188438,189610,190995
395162,"Torrington, CT",221,138074,139409,140448,141356,141674,141462,141324,141729,142811,143374,145106,145213,145885,144667,143783,143237,143517,144423,145222,145515,144677,144625,144755,145650,145560,145995,146778,147354,147952,148755,149581,150048,150784,151334,151706,151935,152660,153747,154569,155288,155936,156665,157572,158592,159792,160870,162104,163143,164250,164818,165793,166895,168217,169171,170012,170624,171413,172365,173410,174521,175737,177517,179206,181048,182776,184980,186730,188510,189940,191529,192997,194380,195820,197319,198789,200376,201691,202836,204622,206994,209751,212282,215054,217896,220273,222183,224374,226937,229866,232880,235558,237733,239677,241330,242905,244524,247229,250119,252730,254158,255582,257004,258808,260963,263228,265890,268437,271227,273179,275092,277015,279678,282461,285362,288132,290791,293182,295565,298081,299111,299926,300137,301572,302791,303797,303660,303277,302039,300968,299982,298368,297894,297411,298409,298276,297709,296973,296880,296606,296366,295660,294600,293180,292494,292361,292009,289662,287841,284998,283445,281517,281765,282302,282785,282359,281319,279932,277905,276701,274809,274342,271872,270508,266712,263280,259286,258081,256795,255343,253211,252599,252568,252311,252834,253177,253309,253455,253819,253572,253818,253708,254039,252107,251411,249054,247721,244156,242215,237861,233624,229375,226135,224397,221653,219748,216070,215178,213537,214202,214431,217998,222015,224721,223286,221541,221872,225543,228833,231039,231486,232473,232331,231063,228505,227008,228956,230384,230773,227549,225882,223363,223748,222148,221888,221266,222664,224182,224305,224044,223733,224552,224625,225154,224690,224904,224870,224906,224618,223986,224398,224637,224750,224539,224386,224868,224910,225688,226248,226566,226180,226088,226172,226800,227779,228855,230544,231228,232319,232759,233697,234897,235934,236537,236385,235921,235797,236523,237430,238263,238459,238478,238274,237812,237961,238482,239545,240447,240951,240787,240216,240066,240359,240943,241516,242184,242587
395118,"St. Cloud, MN",222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149718,150264,150622,151666,152776,154208,155421,156564,157900,159366,160699,161274,162199,163060,164291,164598,164969,165240,165944,166633,166848,166790,167009,168426,168930,169552,169997,171970,173430,173975,174182,174672,175404,176162,176290,176225,176820,177577,178426,178397,178666,179345,180126,180356,180571,181037,182830,184299,185310,185521,185555,185806,185628,185245,184246,183181,182268,180492,176949,173428,171207,170580,169829,168628,167914,167289,167007,166419,165552,164922,165093,165089,163846,161685,160336,160012,159972,159774,159469,159882,160282,160828,160520,160210,159760,159060,157962,156877,156121,155639,155105,153954,152824,151489,150782,150140,150395,151964,153495,154119,152947,152266,152450,152878,152973,152978,154035,155056,155233,153703,152107,151008,151555,150770,148788,147161,146110,146078,144263,142975,142382,142921,143661,143834,143556,143797,144904,146063,146977,147038,148207,149538,150406,150573,150372,150776,150997,151487,151720,151614,151773,151926,151655,150999,151333,152564,153964,154872,155963,156960,157860,158824,160301,161859,163490,164216,163935,163052,162325,162408,162157,161670,161031,160523,159168,158607,158586,160007,160849,161204,161518,161833,162934,164474,166477,168135,169669,170117,170152,169586,170097,171420,172779,173586,174018,174328,174683,175344,176584,178077,179401,180277,181030,181630,182500,183302,184012,184765,185252,185888,187138,188654,190045,191088,191865,192641,193221,194251,195679,197154,198648,199643,199674,199698,200032,200932,201842,202628,203375,203876,204116,204274,204503,204959
394681,"Hilton Head Island, SC",223,197484,198155,198429,198528,198798,199407,200372,201390,202368,203359,204423,205561,206677,207844,209160,210509,211790,212869,213947,215187,216585,217798,218712,218972,219476,220427,222018,224017,225932,227746,228771,229415,229791,230526,231166,232257,233501,235731,238712,241985,244607,245848,246386,246505,246809,247010,247487,247920,247016,242992,236253,228198,221809,218240,217398,217990,218579,219051,219141,219041,219215,220487,222537,224910,226865,227843,227961,227232,226700,226255,226019,225669,225854,226245,227474,228776,230497,231343,231880,231917,232447,232956,233779,234635,235488,236730,237693,239752,240604,242352,243179,245591,246850,248564,249779,252070,254487,257066,258855,259071,259315,260485,263523,266592,269927,272995,275336,278395,281283,285019,287548,292106,297781,303352,307718,310415,314030,317355,323051,325961,329226,331416,339024,344914,349841,351323,353485,356136,358070,359624,359567,360749,361448,361061,357318,354274,352048,351483,349254,346260,343303,340967,339646,336592,333637,330547,327973,324447,320137,316061,312709,310318,308143,305384,301628,298732,295088,292324,289456,288050,286592,285377,284116,282642,280700,279201,277776,276610,276068,275183,273998,271879,270565,268872,267226,265560,263801,261865,259805,257633,255340,253099,251327,249659,247694,246369,245109,243831,242480,241584,240925,240879,240757,241354,241854,242679,243333,243269,243461,243613,244737,245274,245867,246489,247844,248830,249360,249750,250419,251712,253100,254964,256188,257544,258497,259118,259858,260526,261581,262218,263222,264438,265460,265859,265947,266628,268324,270023,270593,270776,271003,272283,273427,273969,274133,274420,275931,277652,279189,280966,283041,285180,286573,287085,287128,287633,288674,290036,290888,290929,290592,289310,288553,288619,289824,291090,292268,292991,293939,294913,295703,296799,297701,298964,299684,300201,301308,302686,304285,305840,307182,308320,308751,308585,308445,308815,309751,310447,310343,310253,310247,310530,310866,311358,312623,314423
