RegionName,State,Metro,2020-01
Jonesboro,AR,Jonesboro,150974
Slidell,LA,New Orleans-Metairie,167243
Greenwood,IN,Indianapolis-Carmel-Anderson,212309
Eau Claire,WI,Eau Claire,183075
Apple Valley,CA,Riverside-San Bernardino-Ontario,268080
Town 'n' Country,FL,Tampa-St. Petersburg-Clearwater,239277
Oviedo,FL,Orlando-Kissimmee-Sanford,335368
Fishers,IN,Indianapolis-Carmel-Anderson,293295
Smyrna,GA,Atlanta-Sandy Springs-Roswell,326967
Arlington Heights,IL,Chicago-Naperville-Elgin,354079
Lakewood,CA,Los Angeles-Long Beach-Anaheim,604051
Mount Pleasant,SC,Charleston-North Charleston,487345
Parma,OH,Cleveland-Elyria,130021
Gary,IN,Chicago-Naperville-Elgin,41235
Covina,CA,Los Angeles-Long Beach-Anaheim,560888
Greer,SC,Greenville-Anderson-Mauldin,224872
Saint Joseph,MO,St. Joseph,103393
Upland,CA,Riverside-San Bernardino-Ontario,593466
Deltona,FL,Deltona-Daytona Beach-Ormond Beach,190865
Lexington,NC,Winston-Salem,148343
Carson,CA,Los Angeles-Long Beach-Anaheim,578034
Simpsonville,SC,Greenville-Anderson-Mauldin,246467
Hoover,AL,Birmingham-Hoover,296682
Schaumburg,IL,Chicago-Naperville-Elgin,292526
Valparaiso,IN,Chicago-Naperville-Elgin,241486
Lancaster Township,PA,Lancaster,158903
Porterville,CA,Visalia-Porterville,207295
Brooklyn Park,MN,Minneapolis-St. Paul-Bloomington,264958
Mountain View,CA,San Jose-Sunnyvale-Santa Clara,2026879
Lawrence,MA,Boston-Cambridge-Newton,320262
Town of Colonie,NY,Albany-Schenectady-Troy,246180
Plant City,FL,Tampa-St. Petersburg-Clearwater,215383
Apex,NC,Raleigh,372675
Maryville,TN,Knoxville,206008
Turlock,CA,Modesto,342913
Somerville,MA,Boston-Cambridge-Newton,903726
Missouri City,TX,Houston-The Woodlands-Sugar Land,224309
Mission,TX,McAllen-Edinburg-Mission,138504
Denham Springs,LA,Baton Rouge,180791
Bellflower,CA,Los Angeles-Long Beach-Anaheim,547856
Rome,GA,Rome,128106
Richmond,TX,Houston-The Woodlands-Sugar Land,268184
Homestead,FL,Miami-Fort Lauderdale-West Palm Beach,259233
Pasco,WA,Kennewick-Richland,273142
Norcross,GA,Atlanta-Sandy Springs-Roswell,194703
Lodi,CA,Stockton-Lodi,376589
Casa Grande,AZ,Phoenix-Mesa-Scottsdale,194169
Tomball,TX,Houston-The Woodlands-Sugar Land,242358
Rancho Cordova,CA,Sacramento--Roseville--Arden-Arcade,386232
Shelby,MI,Detroit-Warren-Dearborn,299547
O Fallon,MO,St. Louis,256354
Saint Charles,MO,St. Louis,220520
Baldwin Park,CA,Los Angeles-Long Beach-Anaheim,489111
Spring Valley,CA,San Diego-Carlsbad,508066
Scranton,PA,Scranton--Wilkes-Barre--Hazleton,90374
San Ramon,CA,San Francisco-Oakland-Hayward,1375445
Deerfield Beach,FL,Miami-Fort Lauderdale-West Palm Beach,265664
Salisbury,NC,Charlotte-Concord-Gastonia,157700
Racine,WI,Racine,167442
Evanston,IL,Chicago-Naperville-Elgin,474773
Marysville,WA,Seattle-Tacoma-Bellevue,405559
Schenectady,NY,Albany-Schenectady-Troy,195540
Camden,NJ,Philadelphia-Camden-Wilmington,61017
Avondale,AZ,Phoenix-Mesa-Scottsdale,248400
Redlands,CA,Riverside-San Bernardino-Ontario,435549
Huntington,WV,Huntington-Ashland,85565
Noblesville,IN,Indianapolis-Carmel-Anderson,238652
Town of Poughkeepsie,NY,New York-Newark-Jersey City,250169
Temple,TX,Killeen-Temple,151521
Folsom,CA,Sacramento--Roseville--Arden-Arcade,584788
Plymouth,MN,Minneapolis-St. Paul-Bloomington,396027
Springfield,OR,Eugene,286175
Bethlehem,PA,Allentown-Bethlehem-Easton,178789
Huntington Park,CA,Los Angeles-Long Beach-Anaheim,470564
Cheektowaga,NY,Buffalo-Cheektowaga-Niagara Falls,145674
Snellville,GA,Atlanta-Sandy Springs-Roswell,217793
Bremerton,WA,Bremerton-Silverdale,339888
Kendall,FL,Miami-Fort Lauderdale-West Palm Beach,477276
Brandon,MS,Jackson,198455
Petaluma,CA,Santa Rosa,720453
Pharr,TX,McAllen-Edinburg-Mission,104315
Alpharetta,GA,Atlanta-Sandy Springs-Roswell,423986
Atascocita,TX,Houston-The Woodlands-Sugar Land,214931
La Mesa,CA,San Diego-Carlsbad,605279
Lake Forest,CA,Los Angeles-Long Beach-Anaheim,782913
New Rochelle,NY,New York-Newark-Jersey City,716855
Waipahu,HI,Urban Honolulu,708912
Warwick,RI,Providence-Warwick,246249
Palm Harbor,FL,Tampa-St. Petersburg-Clearwater,329197
Winter Park,FL,Orlando-Kissimmee-Sanford,322192
Bethesda,MD,Washington-Arlington-Alexandria,1048036
Rochester Hills,MI,Detroit-Warren-Dearborn,344631
Milpitas,CA,San Jose-Sunnyvale-Santa Clara,1115556
Dothan,AL,Dothan,127782
New Britain,CT,Hartford-West Hartford-East Hartford,163172
Casper,WY,Casper,210750
Goodyear,AZ,Phoenix-Mesa-Scottsdale,312242
Pleasanton,CA,San Francisco-Oakland-Hayward,1156922
Baytown,TX,Houston-The Woodlands-Sugar Land,162823
Tulare,CA,Visalia-Porterville,216643
North Little Rock,AR,Little Rock-North Little Rock-Conway,104421
Rogers,AR,Fayetteville-Springdale-Rogers,208869
Southfield,MI,Detroit-Warren-Dearborn,204317
Mooresville,NC,Charlotte-Concord-Gastonia,289720
Springdale,AR,Fayetteville-Springdale-Rogers,177422
Winchester,VA,Winchester,254730
San Marcos,TX,Austin-Round Rock,235550
Kokomo,IN,Kokomo,105198
Chino Hills,CA,Riverside-San Bernardino-Ontario,706248
Brick Township,NJ,New York-Newark-Jersey City,294676
Lake Elsinore,CA,Riverside-San Bernardino-Ontario,383287
Suwanee,GA,Atlanta-Sandy Springs-Roswell,367116
Bossier City,LA,Shreveport-Bossier City,160265
Great Falls,MT,Great Falls,196487
Hammond,IN,Chicago-Naperville-Elgin,110329
Orange Park,FL,Jacksonville,213669
Glen Allen,VA,Richmond,345812
Gastonia,NC,Charlotte-Concord-Gastonia,171449
Flower Mound,TX,Dallas-Fort Worth-Arlington,395943
Council Bluffs,IA,Omaha-Council Bluffs,141314
Waterford,MI,Detroit-Warren-Dearborn,188291
Gaithersburg,MD,Washington-Arlington-Alexandria,429728
Aiken,SC,Augusta-Richmond County,175778
Pawtucket,RI,Providence-Warwick,237624
Columbus,IN,Columbus,177756
San Rafael,CA,San Francisco-Oakland-Hayward,1112619
West Lafayette,IN,Lafayette-West Lafayette,236774
Yuba City,CA,Yuba City,323821
Lauderhill,FL,Miami-Fort Lauderdale-West Palm Beach,259091
Passaic,NJ,New York-Newark-Jersey City,384563
Yorba Linda,CA,Los Angeles-Long Beach-Anaheim,894947
Fort Mill,SC,Charlotte-Concord-Gastonia,316858
Cherry Hill Township,NJ,Philadelphia-Camden-Wilmington,282630
Port Charlotte,FL,Punta Gorda,194594
Layton,UT,Ogden-Clearfield,333418
Redondo Beach,CA,Los Angeles-Long Beach-Anaheim,1138399
Statesville,NC,Charlotte-Concord-Gastonia,162530
Framingham,MA,Boston-Cambridge-Newton,452729
Lynwood,CA,Los Angeles-Long Beach-Anaheim,464088
Dubuque,IA,Dubuque,168964
Harrisonburg,VA,Harrisonburg,234205
Union City,CA,San Francisco-Oakland-Hayward,904691
Davis,CA,Sacramento--Roseville--Arden-Arcade,715780
Bolingbrook,IL,Chicago-Naperville-Elgin,228138
Conway,SC,Myrtle Beach-Conway-North Myrtle Beach,172013
Ypsilanti,MI,Ann Arbor,233971
Waterloo,IA,Waterloo-Cedar Falls,108535
Saint Cloud,FL,Orlando-Kissimmee-Sanford,255524
Palm Beach Gardens,FL,Miami-Fort Lauderdale-West Palm Beach,423415
Centreville,VA,Washington-Arlington-Alexandria,465894
Alameda,CA,San Francisco-Oakland-Hayward,1054007
Brentwood,CA,San Francisco-Oakland-Hayward,686184
Hanford,CA,Hanford-Corcoran,238180
Sanford,NC,Sanford,155231
Union City,NJ,New York-Newark-Jersey City,510172
Jupiter,FL,Miami-Fort Lauderdale-West Palm Beach,439139
Jefferson City,MO,Jefferson City,157169
Venice,FL,North Port-Sarasota-Bradenton,277572
Cocoa,FL,Palm Bay-Melbourne-Titusville,191460
Wake Forest,NC,Raleigh,330085
Palo Alto,CA,San Jose-Sunnyvale-Santa Clara,2981917
Salisbury,MD,Salisbury,165364
Mount Vernon,NY,New York-Newark-Jersey City,521962
Milton,FL,Pensacola-Ferry Pass-Brent,170255
Ames,IA,Ames,228853
Middletown Township,NJ,New York-Newark-Jersey City,433012
Cedar Park,TX,Austin-Round Rock,337306
Weston,FL,Miami-Fort Lauderdale-West Palm Beach,496782
Grants Pass,OR,Grants Pass,303053
Arcadia,CA,Los Angeles-Long Beach-Anaheim,1077481
Kenner,LA,New Orleans-Metairie,209174
Maple Grove,MN,Minneapolis-St. Paul-Bloomington,321112
Stockbridge,GA,Atlanta-Sandy Springs-Roswell,178502
Manhattan,KS,Manhattan,215773
Daytona Beach,FL,Deltona-Daytona Beach-Ormond Beach,178429
Punta Gorda,FL,Punta Gorda,259318
Woodbury,MN,Minneapolis-St. Paul-Bloomington,366621
Portland,ME,Portland-South Portland,333446
Lakewood,WA,Seattle-Tacoma-Bellevue,352506
Corvallis,OR,Corvallis,393694
The Villages,FL,The Villages,294319
Bellevue,NE,Omaha-Council Bluffs,192185
Bel Air,MD,Baltimore-Columbia-Towson,355653
Rockville,MD,Washington-Arlington-Alexandria,573853
West Bloomfield,MI,Detroit-Warren-Dearborn,342897
North Port,FL,North Port-Sarasota-Bradenton,208895
Eagan,MN,Minneapolis-St. Paul-Bloomington,332711
Vienna,VA,Washington-Arlington-Alexandria,829185
Goldsboro,NC,Goldsboro,134866
Orland Park,IL,Chicago-Naperville-Elgin,310895
San Luis Obispo,CA,San Luis Obispo-Paso Robles-Arroyo Grande,762270
Palatine,IL,Chicago-Naperville-Elgin,311495
Bozeman,MT,Bozeman,509593
Youngstown,OH,Youngstown-Warren-Boardman,25638
North Richland Hills,TX,Dallas-Fort Worth-Arlington,254577
Hickory,NC,Hickory-Lenoir-Morganton,178530
Old Bridge Township,NJ,New York-Newark-Jersey City,359289
Brunswick,GA,Brunswick,145228
Hot Springs,AR,Hot Springs,148766
Madison,AL,Huntsville,247727
Ewa Beach,HI,Urban Honolulu,655257
Westerville,OH,Columbus,316185
Lilburn,GA,Atlanta-Sandy Springs-Roswell,243272
Lorain,OH,Cleveland-Elyria,79085
East Orange,NJ,New York-Newark-Jersey City,260558
Fayetteville,GA,Atlanta-Sandy Springs-Roswell,268544
Pico Rivera,CA,Los Angeles-Long Beach-Anaheim,507845
Meridian,MS,Meridian,96901
Midland,MI,Midland,146182
Hendersonville,TN,Nashville-Davidson--Murfreesboro--Franklin,312779
Charleston,WV,Charleston,117258
Lakeville,MN,Minneapolis-St. Paul-Bloomington,366934
Wesley Chapel,FL,Tampa-St. Petersburg-Clearwater,255872
Caldwell,ID,Boise City,241117
Massillon,OH,Canton-Massillon,137083
Fountainbleau,FL,Miami-Fort Lauderdale-West Palm Beach,335913
Valrico,FL,Tampa-St. Petersburg-Clearwater,267156
Laguna Niguel,CA,Los Angeles-Long Beach-Anaheim,948060
Rosemead,CA,Los Angeles-Long Beach-Anaheim,634363
South San Francisco,CA,San Francisco-Oakland-Hayward,1094561
La Crosse,WI,La Crosse-Onalaska,164221
Towson,MD,Baltimore-Columbia-Towson,370295
West Hartford,CT,Hartford-West Hartford-East Hartford,298378
San Gabriel,CA,Los Angeles-Long Beach-Anaheim,795666
Medina,OH,Cleveland-Elyria,255398
Powder Springs,GA,Atlanta-Sandy Springs-Roswell,225013
Fairbanks,AK,Fairbanks,244204
Yukon,OK,Oklahoma City,175121
Reston,VA,Washington-Arlington-Alexandria,590794
Tamarac,FL,Miami-Fort Lauderdale-West Palm Beach,249134
Shawnee,KS,Kansas City,274053
Waukesha,WI,Milwaukee-Waukesha-West Allis,248177
Snohomish,WA,Seattle-Tacoma-Bellevue,612041
Carson City,NV,Carson City,348562
Elyria,OH,Cleveland-Elyria,114882
Huntsville,TX,Huntsville,191862
Montebello,CA,Los Angeles-Long Beach-Anaheim,580396
North Bergen Township,NJ,New York-Newark-Jersey City,468322
Saint Cloud,MN,St. Cloud,173965
Woodland,CA,Sacramento--Roseville--Arden-Arcade,401484
Florence,AL,Florence-Muscle Shoals,126084
Eden Prairie,MN,Minneapolis-St. Paul-Bloomington,378423
Mansfield,TX,Dallas-Fort Worth-Arlington,289938
Wellington,FL,Miami-Fort Lauderdale-West Palm Beach,410905
Winter Garden,FL,Orlando-Kissimmee-Sanford,351937
San Clemente,CA,Los Angeles-Long Beach-Anaheim,1031083
Novato,CA,San Francisco-Oakland-Hayward,857019
Florence-Graham,CA,Los Angeles-Long Beach-Anaheim,405537
Waltham,MA,Boston-Cambridge-Newton,618651
Easley,SC,Greenville-Anderson-Mauldin,194579
Broomfield,CO,Denver-Aurora-Lakewood,492325
North Miami,FL,Miami-Fort Lauderdale-West Palm Beach,291281
Haverhill,MA,Boston-Cambridge-Newton,375152
Coon Rapids,MN,Minneapolis-St. Paul-Bloomington,249170
Deland,FL,Deltona-Daytona Beach-Ormond Beach,215612
Encinitas,CA,San Diego-Carlsbad,1189673
Lima,OH,Lima,80952
Valley Stream,NY,New York-Newark-Jersey City,511569
Taylor,MI,Detroit-Warren-Dearborn,116025
Dundalk,MD,Baltimore-Columbia-Towson,141042
Blaine,MN,Minneapolis-St. Paul-Bloomington,282084
Pasadena,MD,Baltimore-Columbia-Towson,329867
Port Orange,FL,Deltona-Daytona Beach-Ormond Beach,243864
South Jordan,UT,Salt Lake City,487944
Harlingen,TX,Brownsville-Harlingen,110557
Hamden,CT,New Haven-Milford,224947
La Habra,CA,Los Angeles-Long Beach-Anaheim,616121
Burnsville,MN,Minneapolis-St. Paul-Bloomington,303132
Grove City,OH,Columbus,213313
Land O Lakes,FL,Tampa-St. Petersburg-Clearwater,268134
Mechanicsville,VA,Richmond,287445
Prescott,AZ,Prescott,396479
New Castle,DE,Philadelphia-Camden-Wilmington,196505
Monterey Park,CA,Los Angeles-Long Beach-Anaheim,702820
Albany,OR,Albany,298482
Vineland,NJ,Vineland-Bridgeton,158038
Des Plaines,IL,Chicago-Naperville-Elgin,273107
Florence,SC,Florence,147907
West Des Moines,IA,Des Moines-West Des Moines,251056
Utica,NY,Utica-Rome,115178
Gilroy,CA,San Jose-Sunnyvale-Santa Clara,777405
Lancaster,OH,Columbus,156146
Biloxi,MS,Gulfport-Biloxi-Pascagoula,149144
West Chester,OH,Cincinnati,271509
Hendersonville,NC,Asheville,265153
Janesville,WI,Janesville-Beloit,179211
Malden,MA,Boston-Cambridge-Newton,509907
West Allis,WI,Milwaukee-Waukesha-West Allis,158368
Castle Rock,CO,Denver-Aurora-Lakewood,493101
Taylorsville,UT,Salt Lake City,329224
Stuart,FL,Port St. Lucie,305678
Bristol,CT,Hartford-West Hartford-East Hartford,193056
Richmond,KY,Richmond-Berea,185179
National City,CA,San Diego-Carlsbad,462016
Greenwich,CT,Bridgeport-Stamford-Norwalk,1486267
Lebanon,TN,Nashville-Davidson--Murfreesboro--Franklin,277953
Azusa,CA,Los Angeles-Long Beach-Anaheim,501054
Gardena,CA,Los Angeles-Long Beach-Anaheim,589405
Edmonds,WA,Seattle-Tacoma-Bellevue,660650
Annandale,VA,Washington-Arlington-Alexandria,618255
Pontiac,MI,Detroit-Warren-Dearborn,74089
Skokie,IL,Chicago-Naperville-Elgin,312176
Kendale Lakes,FL,Miami-Fort Lauderdale-West Palm Beach,350692
Sammamish,WA,Seattle-Tacoma-Bellevue,975353
Fairfield,CT,Bridgeport-Stamford-Norwalk,538640
Carrollton,GA,Atlanta-Sandy Springs-Roswell,166914
Meriden,CT,New Haven-Milford,180023
Cupertino,CA,San Jose-Sunnyvale-Santa Clara,2246000
Martinsburg,WV,Hagerstown-Martinsburg,181966
Carmichael,CA,Sacramento--Roseville--Arden-Arcade,430112
Rapid City,SD,Rapid City,211447
Brookline,MA,Boston-Cambridge-Newton,1919190
Huntersville,NC,Charlotte-Concord-Gastonia,325733
Clayton,NC,Raleigh,239480
Riverdale,GA,Atlanta-Sandy Springs-Roswell,135425
Lutz,FL,Tampa-St. Petersburg-Clearwater,303828
Royal Oak,MI,Detroit-Warren-Dearborn,258169
Saint Peters,MO,St. Louis,215722
Petersburg,VA,Richmond,127960
Texarkana,TX,Texarkana,131783
Oshkosh,WI,Oshkosh-Neenah,135818
Alexandria,LA,Alexandria,108791
Westminster,MD,Baltimore-Columbia-Towson,322156
Statesboro,GA,Statesboro,161178
Danville,VA,Danville,85368
Lompoc,CA,Santa Maria-Santa Barbara,369328
Oak Lawn,IL,Chicago-Naperville-Elgin,216611
Wilson,NC,Wilson,126245
Tamiami,FL,Miami-Fort Lauderdale-West Palm Beach,388510
Wheaton,IL,Chicago-Naperville-Elgin,373730
New Iberia,LA,Lafayette,109902
Olympia,WA,Olympia-Tumwater,360797
Manchester,CT,Hartford-West Hartford-East Hartford,194076
Howell,MI,Detroit-Warren-Dearborn,285288
Pleasure Ridge Park,KY,Louisville/Jefferson County,144512
Medford,MA,Boston-Cambridge-Newton,658769
Greensburg,PA,Pittsburgh,193068
Bartlett,TN,Memphis,222764
White Plains,NY,New York-Newark-Jersey City,680326
Winter Haven,FL,Lakeland-Winter Haven,186482
Union,NJ,New York-Newark-Jersey City,362974
Grand Forks,ND,Grand Forks,226186
Bayonne,NJ,New York-Newark-Jersey City,414692
Newark,OH,Columbus,144077
Gretna,LA,New Orleans-Metairie,182899
Mishawaka,IN,South Bend-Mishawaka,122938
Chillicothe,OH,Chillicothe,124579
Middletown,OH,Cincinnati,114875
Columbia,TN,Nashville-Davidson--Murfreesboro--Franklin,211679
Piscataway,NJ,New York-Newark-Jersey City,356675
Downers Grove,IL,Chicago-Naperville-Elgin,369469
Fountain Valley,CA,Los Angeles-Long Beach-Anaheim,844421
Loveland,OH,Cincinnati,274390
Stillwater,OK,Stillwater,175108
South Whittier,CA,Los Angeles-Long Beach-Anaheim,535970
Altamonte Springs,FL,Orlando-Kissimmee-Sanford,255086
Rocklin,CA,Sacramento--Roseville--Arden-Arcade,525363
Coconut Creek,FL,Miami-Fort Lauderdale-West Palm Beach,347569
Goshen,IN,Elkhart-Goshen,175573
Kettering,OH,Dayton,152843
Midwest City,OK,Oklahoma City,106482
Lehi,UT,Provo-Orem,392854
Roswell,NM,Roswell,105175
Muskegon,MI,Muskegon,97028
Abington Township,PA,Philadelphia-Camden-Wilmington,309959
Berwyn,IL,Chicago-Naperville-Elgin,221379
Dearborn Heights,MI,Detroit-Warren-Dearborn,134193
Colton,CA,Riverside-San Bernardino-Ontario,324294
Crown Point,IN,Chicago-Naperville-Elgin,246932
Taunton,MA,Providence-Warwick,332087
Moore,OK,Oklahoma City,149625
Paducah,KY,Paducah,116466
Anderson,IN,Indianapolis-Carmel-Anderson,65443
Glenview,IL,Chicago-Naperville-Elgin,517293
Chicopee,MA,Springfield,201695
New Brunswick,NJ,New York-Newark-Jersey City,297823
Goose Creek,SC,Charleston-North Charleston,201050
Titusville,FL,Palm Bay-Melbourne-Titusville,182697
Maricopa,AZ,Phoenix-Mesa-Scottsdale,227861
Farmington,NM,Farmington,187855
Jackson Township,NJ,New York-Newark-Jersey City,360834
Loganville,GA,Atlanta-Sandy Springs-Roswell,234463
Tigard,OR,Portland-Vancouver-Hillsboro,460326
Auburn,AL,Auburn-Opelika,256193
Mount Prospect,IL,Chicago-Naperville-Elgin,314979
Port Orchard,WA,Bremerton-Silverdale,369089
Blacksburg,VA,Blacksburg-Christiansburg-Radford,286177
El Centro,CA,El Centro,254142
Helena,MT,Helena,288484
Griffin,GA,Atlanta-Sandy Springs-Roswell,139414
Bensalem Township,PA,Philadelphia-Camden-Wilmington,288594
Margate,FL,Miami-Fort Lauderdale-West Palm Beach,285659
Wayne,NJ,New York-Newark-Jersey City,467145
Buford,GA,Atlanta-Sandy Springs-Roswell,284634
Santee,CA,San Diego-Carlsbad,545406
Zanesville,OH,Zanesville,117499
Weymouth,MA,Boston-Cambridge-Newton,436910
Oregon City,OR,Portland-Vancouver-Hillsboro,442938
Asheboro,NC,Greensboro-High Point,141428
Aloha,OR,Portland-Vancouver-Hillsboro,373681
Chantilly,VA,Washington-Arlington-Alexandria,613672
McLean,VA,Washington-Arlington-Alexandria,1180265
Paramount,CA,Los Angeles-Long Beach-Anaheim,494499
Minot,ND,Minot,232574
Jeffersontown,KY,Louisville/Jefferson County,232448
Fort Walton Beach,FL,Crestview-Fort Walton Beach-Destin,216258
Grand Island,NE,Grand Island,163116
Morristown,TN,Morristown,134148
Lagrange,GA,LaGrange,129474
Euless,TX,Dallas-Fort Worth-Arlington,247631
Morganton,NC,Hickory-Lenoir-Morganton,150754
Wyoming,MI,Grand Rapids-Wyoming,167235
Findlay,OH,Findlay,160475
Richland,WA,Kennewick-Richland,347590
Lacey,WA,Olympia-Tumwater,328811
Port Arthur,TX,Beaumont-Port Arthur,63836
Novi,MI,Detroit-Warren-Dearborn,381548
Glendora,CA,Los Angeles-Long Beach-Anaheim,634591
Danville,CA,San Francisco-Oakland-Hayward,1828476
Palm Desert,CA,Riverside-San Bernardino-Ontario,418553
The Hammocks,FL,Miami-Fort Lauderdale-West Palm Beach,361743
Saint Clair Shores,MI,Detroit-Warren-Dearborn,156328
Irvington,NJ,New York-Newark-Jersey City,218927
Bonita Springs,FL,Cape Coral-Fort Myers,401495
Longwood,FL,Orlando-Kissimmee-Sanford,316143
Delano,CA,Bakersfield,220520
Castro Valley,CA,San Francisco-Oakland-Hayward,852381
Town of Hamburg,NY,Buffalo-Cheektowaga-Niagara Falls,192402
Lake Havasu City,AZ,Lake Havasu City-Kingman,300154
Kalispell,MT,Kalispell,322756
Lincoln,CA,Sacramento--Roseville--Arden-Arcade,496294
Hacienda Heights,CA,Los Angeles-Long Beach-Anaheim,684006
Owings Mills,MD,Baltimore-Columbia-Towson,312606
Coeur d'Alene,ID,Coeur d'Alene,351077
Buckeye,AZ,Phoenix-Mesa-Scottsdale,247870
Mason,OH,Cincinnati,333080
Lenexa,KS,Kansas City,306578
Klamath Falls,OR,Klamath Falls,191111
Chesterfield,VA,Richmond,285801
Middleburg,FL,Jacksonville,210243
Hoboken,NJ,New York-Newark-Jersey City,1460887
West Sacramento,CA,Sacramento--Roseville--Arden-Arcade,390206
Ormond Beach,FL,Deltona-Daytona Beach-Ormond Beach,263476
Shoreline,WA,Seattle-Tacoma-Bellevue,621076
Pocatello,ID,Pocatello,182290
Desoto,TX,Dallas-Fort Worth-Arlington,228767
Delaware,OH,Columbus,258559
Athens,AL,Huntsville,167700
Yucaipa,CA,Riverside-San Bernardino-Ontario,386672
Covington,LA,New Orleans-Metairie,230874
Crossville,TN,Crossville,166918
West Haven,CT,New Haven-Milford,202495
East Lansing,MI,Lansing-East Lansing,218688
Smyrna,TN,Nashville-Davidson--Murfreesboro--Franklin,256222
Puyallup,WA,Seattle-Tacoma-Bellevue,396090
Morgantown,WV,Morgantown,203613
Oroville,CA,Chico,246401
Dublin,OH,Columbus,431713
Mililani,HI,Urban Honolulu,778567
Twin Falls,ID,Twin Falls,219326
Elizabethtown,KY,Elizabethtown-Fort Knox,170709
Lumberton,NC,Lumberton,87706
Clermont,FL,Orlando-Kissimmee-Sanford,281957
West New York,NJ,New York-Newark-Jersey City,491454
Binghamton,NY,Binghamton,107533
Decatur,AL,Decatur,124614
Apache Junction,AZ,Phoenix-Mesa-Scottsdale,235297
Normal,IL,Bloomington,160051
Lombard,IL,Chicago-Naperville-Elgin,280399
Millcreek Township,PA,Erie,168605
Florissant,MO,St. Louis,115262
Upper Darby Township,PA,Philadelphia-Camden-Wilmington,123191
Oak Park,IL,Chicago-Naperville-Elgin,412573
Catonsville,MD,Baltimore-Columbia-Towson,311841
Decatur,GA,Atlanta-Sandy Springs-Roswell,457741
Donna,TX,McAllen-Edinburg-Mission,79540
Eagle Pass,TX,Eagle Pass,137708
Lake City,FL,Lake City,154699
Peabody,MA,Boston-Cambridge-Newton,488061
Howell Township,NJ,New York-Newark-Jersey City,373202
Kentwood,MI,Grand Rapids-Wyoming,211627
Levittown,PA,Philadelphia-Camden-Wilmington,255973
Dacula,GA,Atlanta-Sandy Springs-Roswell,278495
Tinley Park,IL,Chicago-Naperville-Elgin,240452
Quincy,IL,Quincy,129123
Ankeny,IA,Des Moines-West Des Moines,257779
Lancaster,SC,Charlotte-Concord-Gastonia,146648
Stratford,CT,Bridgeport-Stamford-Norwalk,265443
Kingman,AZ,Lake Havasu City-Kingman,170777
